proper,con,dist,mag,absmag,ci
,Cet,204.9,10.17,3.61,0.576
,For,60.0,7.7,3.81,0.598
,Ari,182.5,8.96,2.65,0.306
,Per,628.9,7.24,-1.75,0.922
,Cet,144.5,6.83,1.03,1.117
,Cet,337.8,8.81,1.17,0.275
,And,386.1,9.55,1.62,0.114
,Hyi,303.0,7.66,0.25,1.025
,Cep,233.1,9.63,2.79,0.342
,Cet,119.6,9.28,3.89,0.718
,For,201.2,7.59,1.07,1.057
,Ari,413.2,8.73,0.65,1.155
,Cas,375.9,7.73,-0.15,0.217
,For,95.2,8.62,3.73,0.48
,Cet,188.3,8.57,2.19,0.381
,And,54.2,5.91,2.24,0.502
,Cet,125.5,10.09,4.6,0.726
,And,244.5,8.4,1.46,0.964
,Ari,40.8,7.1,4.05,0.41
,Cet,245.1,9.55,2.6,0.571
,For,25.8,5.78,3.72,0.653
,Ari,248.8,10.22,3.24,0.33
,Hyi,480.8,8.59,0.18,1.308
,Ari,41.8,6.48,3.38,0.51
,Cet,116.6,9.85,4.52,0.65
Buna,And,57.9,7.28,3.47,0.656
,For,146.0,8.88,3.06,0.396
,Tri,294.1,6.78,-0.56,1.292
,Ari,218.3,8.93,2.23,0.445
,Cet,223.2,9.84,3.1,0.58
,For,255.1,7.02,-0.01,0.971
,For,240.4,8.54,1.64,0.369
,Ari,71.1,8.66,4.4,0.665
,Eri,369.0,9.04,1.2,0.243
,Tri,49.9,6.23,2.74,0.515
,Cet,94.5,7.53,2.65,0.352
,Cet,204.9,9.94,3.38,0.377
,Cet,66.1,8.01,3.91,0.606
,Cet,116.8,7.22,1.88,0.397
,For,869.6,9.02,-0.68,0.997
,Ari,196.1,7.63,1.17,0.103
,Cep,492.6,7.91,-0.55,1.694
,Cet,114.2,8.43,3.14,0.49
,Per,454.5,9.35,1.06,0.201
,Cas,413.2,9.73,1.65,0.341
,And,348.4,8.74,1.03,0.218
,Ari,129.9,8.58,3.01,1.012
,Eri,222.7,8.19,1.45,0.99
,Per,242.1,8.46,1.54,0.373
,And,235.3,6.54,-0.32,-0.114
,Cet,147.1,9.3,3.46,0.592
,For,546.4,8.81,0.12,1.256
,Cet,113.4,8.76,3.49,0.581
,Cet,324.7,9.84,2.28,0.421
,For,141.2,8.41,2.66,0.467
,Hor,45.6,5.3,2.01,0.289
,And,217.9,9.24,2.55,0.345
,Cet,297.6,8.44,1.07,1.111
,Eri,111.6,7.81,2.57,0.298
,Ari,269.5,9.6,2.45,0.585
,Cas,93.6,7.59,2.73,0.533
,Cep,204.9,6.67,0.11,1.36
,And,305.8,8.94,1.51,1.406
,Cet,209.6,8.46,1.85,0.434
,Cas,272.5,10.21,3.03,0.296
,Eri,252.5,8.59,1.58,1.054
,Cas,201.6,7.33,0.81,1.075
,Ari,93.2,6.92,2.07,0.91
,Cas,283.3,5.8,-1.46,1.561
,Ari,107.2,9.24,4.09,0.554
,And,292.4,7.36,0.03,-0.026
,For,819.7,8.31,-1.26,1.003
,Cas,584.8,8.19,-0.64,0.442
,Cet,259.1,9.82,2.75,0.504
,Eri,344.8,8.15,0.46,1.244
,For,136.1,8.69,3.02,0.577
,Cet,92.5,5.65,0.82,1.021
,Eri,77.5,9.24,4.79,0.592
,Per,746.3,8.6,-0.76,0.229
,Cet,185.2,6.77,0.43,1.036
,For,885.0,9.01,-0.72,1.212
,Ari,265.3,7.58,0.46,1.01
,Cet,446.4,9.23,0.98,1.532
,Cas,666.7,9.07,-0.05,1.07
,Ari,143.7,8.69,2.9,0.443
,For,131.4,9.35,3.76,0.63
,Ari,116.1,8.4,3.08,0.51
,Ari,264.6,7.98,0.87,1.067
,Tri,344.8,7.46,-0.23,1.1
,Cet,107.5,7.72,2.56,0.588
,Cas,83.0,7.51,2.92,0.562
,For,826.4,7.35,-2.24,1.457
,Cet,255.8,9.49,2.45,1.073
,And,158.7,7.62,1.62,0.14
,Ari,266.7,8.66,1.53,0.387
,Cet,138.5,9.48,3.77,0.469
,Hyi,216.9,6.91,0.23,0.91
,Ari,284.9,8.74,1.47,1.557
,Hyi,296.7,8.88,1.52,1.119
,Cet,73.8,6.4,2.06,0.431
,Cas,78.4,5.17,0.7,0.896
,Cet,362.3,9.08,1.28,1.024
,Cet,561.8,9.34,0.59,0.602
,Cas,151.7,7.94,2.03,0.312
,Cas,142.9,8.21,2.44,0.689
,Ari,85.2,9.11,4.46,0.717
,Cet,156.0,8.15,2.18,0.981
,Eri,133.5,9.6,3.97,0.614
,Eri,61.2,7.23,3.3,0.927
,And,487.8,8.84,0.4,1.561
,Cet,147.1,10.24,4.4,0.624
,Eri,418.4,7.37,-0.74,1.453
,Hor,109.9,8.9,3.7,0.593
,And,82.3,6.19,1.61,0.49
,For,33.9,5.84,3.19,0.476
,Hyi,125.6,8.21,2.72,0.436
,Eri,230.4,9.79,2.98,0.75
,Ari,72.5,9.16,4.86,0.721
,Cet,233.6,8.9,2.06,0.047
,Cas,714.3,8.84,-0.43,0.64
,Cet,171.8,10.51,4.34,0.474
,Ari,793.7,9.25,-0.25,1.24
,Hor,387.6,9.3,1.36,1.086
,Cas,188.3,7.67,1.3,0.407
,For,170.6,9.15,2.99,0.421
,For,55.3,6.48,2.77,0.521
,Cet,295.9,8.2,0.84,0.356
,Cet,204.5,8.93,2.38,0.369
,Cet,185.2,9.29,2.95,0.487
,And,207.5,6.29,-0.3,-0.029
,Ari,34.3,7.36,4.68,0.583
,Eri,134.0,7.46,1.82,0.309
,Eri,355.9,7.86,0.1,0.996
,Hor,384.6,7.95,0.02,1.578
,Cet,228.8,9.55,2.75,0.474
,Cet,203.7,6.71,0.16,1.526
,Tri,60.7,7.95,4.03,0.529
,Cas,330.0,8.44,0.85,1.143
,Cet,128.7,8.63,3.08,0.401
,Cet,387.6,8.06,0.12,1.576
,Cet,100.8,6.21,1.19,0.999
,Ari,366.3,7.2,-0.62,1.472
,Tri,354.6,7.78,0.03,1.074
,Cet,82.2,8.44,3.86,0.786
,Cet,205.8,10.29,3.72,0.577
,Per,512.8,10.62,2.07,1.552
,Hor,60.5,7.35,3.44,0.617
,Eri,537.6,8.13,-0.52,1.164
,Tri,215.1,6.9,0.24,1.081
,For,340.1,7.65,-0.01,1.413
,And,666.7,8.48,-0.64,0.106
,Ari,158.7,8.55,2.55,1.172
,Ari,103.3,5.45,0.38,0.168
,For,111.1,8.4,3.17,0.33
,Per,512.8,9.72,1.17,0.223
,Per,505.1,7.87,-0.65,-0.011
,For,150.4,9.35,3.46,0.52
,Hyi,296.7,6.7,-0.66,1.431
,And,534.8,7.91,-0.73,1.618
,For,181.8,7.15,0.85,1.2
,Cet,83.7,8.59,3.98,0.549
,Hor,72.1,8.77,4.48,0.453
,Cet,70.4,9.6,5.36,0.62
,Hor,128.9,7.64,2.09,0.38
,Cas,125.3,6.66,1.17,-0.015
,Cet,50.3,9.17,5.66,0.805
,Cet,282.5,7.67,0.42,0.066
,Ari,271.0,7.11,-0.06,1.12
,Cet,51.3,6.98,3.43,0.702
,Hor,16.8,9.48,8.35,1.396
,Cet,195.3,8.55,2.1,0.458
,Eri,429.2,10.11,1.95,0.782
,Ari,145.6,6.68,0.86,1.106
,Cas,146.2,7.62,1.8,0.11
,Hor,259.7,9.46,2.39,0.467
,Hor,346.0,8.16,0.46,1.17
,For,152.2,7.12,1.21,1.203
,Ari,117.6,8.39,3.04,0.49
,For,177.9,8.23,1.98,0.465
,Hor,58.9,6.78,2.93,0.387
,And,546.4,7.91,-0.78,-0.005
,Cet,131.8,6.65,1.05,1.008
,For,65.1,8.76,4.69,0.601
,For,131.8,8.42,2.82,0.526
,Ari,170.4,8.83,2.67,0.416
,Eri,64.0,9.95,5.92,0.716
,Cas,229.9,7.75,0.94,1.032
,Cas,295.0,8.96,1.61,0.644
,And,325.7,9.26,1.7,0.291
,Hor,313.5,7.59,0.11,1.049
,Eri,293.3,8.46,1.12,0.318
,Cet,153.8,7.89,1.96,0.471
,Cet,94.0,8.46,3.6,0.759
,Cet,169.8,7.84,1.69,-0.004
,Cet,136.8,9.19,3.51,0.405
,For,613.5,8.69,-0.25,0.975
,Cet,71.1,7.98,3.72,0.511
,And,269.5,8.63,1.48,0.264
,Eri,392.2,7.69,-0.28,1.381
,For,380.2,7.58,-0.32,1.176
,Eri,452.5,8.69,0.41,0.97
,Cet,120.0,8.19,2.79,0.441
,Cet,199.2,4.08,-2.42,-0.212
,Hor,158.5,6.55,0.55,-0.073
,Cet,21.5,4.83,3.17,0.447
,Hor,325.7,7.11,-0.45,1.289
,Cet,317.5,8.21,0.7,-0.062
,Hyi,46.6,4.12,0.78,-0.061
,For,289.9,8.29,0.98,1.211
,Cep,254.5,9.05,2.02,0.187
,Hor,261.8,8.34,1.25,-0.076
,Hor,101.3,8.94,3.91,0.651
,Per,400.0,8.2,0.19,0.086
,Cet,122.5,7.32,1.88,0.77
,Cet,735.3,10.23,0.9,0.574
,Hor,185.2,7.62,1.28,0.946
,Cet,168.6,9.25,3.12,0.536
,For,171.2,8.15,1.98,1.077
,Hor,227.8,7.55,0.76,1.082
,Hor,261.1,7.68,0.6,0.281
,Eri,699.3,8.35,-0.87,1.483
,Cet,293.3,8.48,1.14,1.231
,For,833.3,7.34,-2.26,1.413
,Cep,108.0,8.57,3.4,0.646
,For,40.1,8.3,5.28,0.708
,Cet,130.7,9.43,3.85,0.434
,Eri,35.7,4.74,1.98,0.061
,Eri,689.7,8.72,-0.47,1.15
,Tri,431.0,7.54,-0.63,0.889
,Hor,90.1,7.5,2.73,0.543
,Tri,244.5,7.99,1.05,1.195
,Cet,238.7,12.26,5.37,1.034
,Cet,70.2,7.83,3.6,0.656
,For,76.6,8.16,3.74,0.633
,For,62.9,8.55,4.56,0.588
,For,34.4,11.24,8.56,1.404
,Per,115.6,8.22,2.9,0.846
,Cet,164.2,8.57,2.49,0.927
,Cet,229.4,7.47,0.67,0.186
,Cet,174.8,7.98,1.77,0.99
,Hor,266.0,7.95,0.83,1.28
,Cas,173.3,7.42,1.23,0.081
,Hor,390.6,7.85,-0.11,1.523
,Cas,357.1,9.21,1.45,0.214
,For,126.4,6.52,1.01,1.039
,Hor,39.4,9.44,6.46,1.027
,Cet,76.0,10.8,6.4,0.92
,Cet,518.1,9.71,1.14,0.47
,Cet,60.2,8.77,4.87,0.641
,Ari,109.9,7.99,2.78,0.369
,Ari,150.6,10.05,4.16,0.497
,Cet,21.8,5.79,4.1,0.524
,Hyi,271.0,10.83,3.66,0.97
,Cet,100.0,10.85,5.85,1.196
,Cet,40.3,6.26,3.23,0.397
,Cas,724.6,8.66,-0.64,0.14
,Cet,141.6,9.76,4.0,0.465
,Tri,103.0,7.59,2.53,0.909
,Ari,184.2,7.45,1.12,0.025
,Per,350.9,6.6,-1.13,0.087
,Per,324.7,7.57,0.01,0.14
,Cet,163.1,9.31,3.25,0.398
,Per,64.8,9.59,5.53,0.83
,Tri,161.8,7.42,1.38,0.155
,Per,448.4,8.68,0.42,0.071
,Hyi,228.8,8.33,1.53,1.147
,Cet,178.6,6.71,0.45,0.261
,Ari,225.7,7.52,0.75,1.103
,Hor,173.3,8.69,2.5,0.529
,For,62.8,7.56,3.57,0.49
,Cet,144.3,10.04,4.24,0.337
,For,188.3,7.54,1.16,0.478
,Tri,411.5,8.97,0.9,0.978
,Ari,595.2,7.92,-0.95,1.674
,For,325.7,7.79,0.23,1.02
,Hor,91.6,8.04,3.23,0.514
,Ari,210.1,8.1,1.49,0.409
,Cet,154.6,7.62,1.68,1.043
,Cet,84.2,8.39,3.76,0.955
,Cet,145.1,9.95,4.14,0.54
,Per,245.1,9.02,2.07,0.145
,Per,226.8,7.37,0.59,-0.109
,Cet,363.6,8.42,0.62,0.879
,Hyi,268.1,8.33,1.19,0.939
,Cet,60.2,8.36,4.46,0.524
,Cet,297.6,10.18,2.81,0.635
,For,56.5,8.01,4.25,0.564
,Hor,49.1,5.21,1.76,0.411
,Eri,46.2,4.11,0.79,1.006
,Ari,537.6,8.38,-0.27,1.032
,Hyi,128.4,6.58,1.04,0.66
,Per,246.9,7.06,0.1,1.186
,Ari,71.0,5.3,1.04,0.081
,Cet,411.5,8.27,0.2,1.102
,Ari,64.7,7.55,3.5,0.547
,Per,543.5,9.41,0.73,0.02
,Cet,23.3,9.51,7.67,1.185
,Hor,87.0,7.87,3.17,0.616
,Cet,138.9,7.08,1.37,1.015
,Cet,291.5,9.14,1.82,0.109
,For,75.2,9.26,4.88,0.618
,Cet,113.9,9.93,4.65,0.61
,Tri,165.8,7.73,1.63,1.182
,Hyi,381.7,8.09,0.18,1.144
,Cet,392.2,9.61,1.64,1.112
,For,606.1,9.66,0.75,0.756
,Cet,70.1,8.44,4.21,0.544
,Cet,353.4,8.48,0.74,1.278
,Cet,122.1,9.34,3.91,0.556
,Per,49.6,9.09,5.61,0.924
,Cas,240.4,8.47,1.56,1.19
,For,63.3,10.05,6.04,0.869
,Cas,515.5,8.85,0.29,0.07
,Cas,54.9,8.59,4.89,0.838
,Cet,242.7,8.45,1.52,1.086
,Cet,395.3,8.63,0.65,1.376
,Hor,47.6,8.55,5.16,0.637
,Ari,735.3,7.04,-2.29,0.066
,Eri,787.4,8.4,-1.08,1.441
,Per,323.6,7.46,-0.09,-0.009
,Eri,92.0,9.51,4.69,0.556
,Cas,317.5,8.57,1.06,0.138
,Ari,274.0,8.16,0.97,0.22
,Per,595.2,8.94,0.07,1.507
,Cet,286.5,8.09,0.8,1.133
,Cet,176.1,10.17,3.94,0.513
,Cet,22.6,5.72,3.95,0.511
,Cet,311.5,8.88,1.41,0.391
,Ari,86.9,9.58,4.88,0.653
,Cet,152.4,9.95,4.04,0.498
,Cet,261.1,9.36,2.28,0.502
,Cep,613.5,9.37,0.43,0.239
,Per,404.9,9.34,1.3,0.193
,Cas,288.2,8.49,1.19,0.48
,Ari,103.6,8.79,3.71,0.451
,Cet,149.7,6.99,1.11,0.307
,Hor,208.8,8.89,2.29,0.461
,Cet,403.2,7.25,-0.78,1.349
,Cas,163.4,8.54,2.47,0.273
,Cet,42.0,10.28,7.16,1.46
,Hor,400.0,7.82,-0.19,1.332
,Cas,227.8,9.77,2.98,0.39
,Hyi,53.8,7.76,4.11,0.7
,Cet,529.1,10.04,1.42,0.473
,Per,537.6,8.47,-0.18,1.22
,Per,90.3,8.51,3.73,0.6
,Ari,322.6,8.92,1.38,0.237
,Cet,78.6,7.27,2.79,0.529
,Cet,160.8,6.69,0.66,1.119
,Ari,375.9,8.16,0.28,1.521
,Tri,302.1,7.8,0.4,1.509
,Eri,694.4,9.37,0.16,0.471
,Per,350.9,8.49,0.76,0.051
,For,617.3,8.64,-0.31,0.931
,For,185.5,8.6,2.26,0.383
,Cet,47.2,5.98,2.61,0.429
,For,84.3,8.84,4.21,0.51
,Hor,502.5,9.22,0.71,0.913
,Per,201.6,8.92,2.4,0.337
,Hor,184.2,7.08,0.75,1.351
,Cas,330.0,7.61,0.02,0.02
,Ari,277.8,9.03,1.81,0.902
,Per,408.2,8.47,0.42,1.596
,Ari,124.7,8.25,2.77,0.118
,Cas,84.1,7.09,2.47,0.508
,Eri,225.2,7.82,1.06,1.209
,Cet,157.2,9.93,3.95,0.486
,Per,238.1,7.64,0.76,0.225
,Cet,98.3,8.68,3.72,0.554
,Cep,393.7,9.06,1.08,0.329
,Per,71.4,9.16,4.89,0.52
,Per,84.5,8.28,3.64,0.47
,For,66.2,9.13,5.03,0.661
,Eri,222.2,8.97,2.24,0.302
,Cet,201.2,6.07,-0.45,1.175
,Cas,332.2,7.93,0.32,0.639
,For,211.4,7.65,1.02,1.123
,Per,340.1,7.69,0.03,1.66
,Hyi,183.5,9.05,2.73,1.171
,Per,357.1,8.28,0.52,0.445
,For,59.3,8.34,4.47,0.617
,Ari,77.8,11.12,6.67,0.98
,Cas,301.2,7.01,-0.38,1.213
,Cet,813.0,8.15,-1.4,1.373
,Cet,311.5,10.14,2.67,0.443
,Cas,193.8,9.55,3.11,0.348
,Cet,161.3,7.59,1.55,0.367
,Ari,107.6,6.52,1.36,1.264
,Ari,129.2,6.81,1.25,1.036
,Per,238.1,8.78,1.9,1.245
,For,190.5,8.37,1.97,0.177
,Ari,197.6,7.64,1.16,1.046
,Per,183.2,8.68,2.37,1.267
,For,43.8,10.51,7.3,1.141
,Per,854.7,8.35,-1.31,0.008
,Cet,512.8,8.73,0.18,0.99
,For,126.4,5.99,0.48,0.917
,Oct,186.9,8.31,1.95,0.169
,Eri,41.5,6.09,3.0,0.876
,Hor,199.6,8.68,2.18,0.912
,For,74.1,8.76,4.41,0.56
,Eri,267.4,7.66,0.52,1.198
,For,294.1,8.94,1.6,1.114
,Ari,740.7,8.95,-0.4,1.125
,Cet,369.0,9.71,1.88,0.36
,Per,248.1,7.97,1.0,-0.009
,Eri,335.6,9.85,2.22,0.443
,Per,314.5,9.04,1.55,0.141
,Per,24.2,4.91,2.99,0.582
,Per,571.4,8.63,-0.16,0.312
,Ari,139.7,8.6,2.88,0.548
,Cet,181.8,9.32,3.02,0.588
,Tri,212.8,6.94,0.3,1.036
,Hor,546.4,9.28,0.59,0.986
,Cet,131.8,7.49,1.89,0.419
,Cet,38.6,9.0,6.07,0.967
,Per,238.7,8.5,1.61,0.493
,Cet,440.5,10.75,2.53,0.579
,Ari,310.6,7.98,0.52,0.246
,Per,50.4,10.21,6.7,0.879
,Cas,502.5,9.64,1.13,0.224
,Per,154.6,9.18,3.24,0.324
,For,103.4,8.75,3.68,0.528
,Per,45.5,8.7,5.41,0.715
,Ari,116.8,5.74,0.4,-0.017
,Cas,177.9,7.05,0.8,1.234
,Per,103.6,8.84,3.76,0.651
,Cet,193.8,9.28,2.84,0.627
,Per,465.1,8.48,0.14,0.069
,Ari,281.7,8.01,0.76,0.141
,Ari,127.1,6.32,0.8,0.064
,Per,353.4,7.61,-0.13,-0.008
,Cet,263.2,8.87,1.77,1.284
,Hor,330.0,8.02,0.43,1.055
,Per,211.9,7.71,1.08,0.371
,Hor,17.2,5.4,4.23,0.561
,Tri,347.2,8.67,0.97,0.097
,Hyi,58.9,9.44,5.59,0.838
,Cas,56.6,7.03,3.26,0.39
,Ari,104.6,9.22,4.12,0.5
,Per,416.7,9.64,1.54,1.122
,Cet,117.0,8.98,3.64,0.65
,Tri,157.7,7.49,1.5,0.335
,Per,198.4,8.25,1.76,0.21
,Eri,72.6,7.62,3.32,0.468
,Ari,72.9,10.44,6.13,0.962
,For,502.5,8.38,-0.13,0.994
,Hyi,254.5,8.93,1.9,1.134
,Cet,584.8,10.81,1.98,0.642
,Tri,401.6,7.87,-0.15,1.087
,Cet,291.5,10.98,3.66,0.499
,Hor,278.6,9.77,2.54,0.905
,Cet,87.2,9.15,4.45,0.544
,For,252.5,6.79,-0.22,0.8
,Cet,122.1,8.39,2.96,0.6
,Per,194.2,7.9,1.46,0.218
,Per,35.0,9.85,7.13,0.956
,Cas,431.0,10.03,1.86,0.438
,Cet,181.2,7.54,1.25,0.983
,For,373.1,8.67,0.81,1.545
,Cet,46.9,9.85,6.5,0.993
,Per,735.3,8.69,-0.64,1.252
,Cas,49.0,8.28,4.83,0.618
,Per,141.2,5.85,0.1,1.125
,Hor,181.2,8.71,2.42,1.1
,Ari,225.2,7.65,0.89,0.71
,Per,400.0,6.3,-1.71,1.14
,Cet,119.3,9.67,4.29,0.63
,Per,132.3,5.76,0.15,-0.11
,Eri,141.2,8.65,2.9,0.39
,For,222.7,7.54,0.8,0.818
,Cas,264.6,10.8,3.69,0.41
,Ari,189.8,8.05,1.66,0.15
,Cet,97.9,9.38,4.42,0.53
,Cet,148.4,8.83,2.97,0.534
,Cet,163.4,7.27,1.2,1.085
,Cet,113.1,9.03,3.76,0.448
,Cas,290.7,7.58,0.26,0.15
,Hor,238.1,9.15,2.27,1.25
,Per,332.2,8.65,1.04,0.064
,Cet,281.7,9.02,1.77,1.554
Kaffaljidhma,Cet,24.4,3.47,1.53,0.093
,Cet,344.8,7.79,0.1,1.707
,Eri,182.5,6.35,0.04,-0.022
,Ari,18.9,8.23,6.85,1.074
,Ari,478.5,11.47,3.07,0.526
,Tri,270.3,8.27,1.11,0.075
,Eri,165.6,7.5,1.4,1.025
,For,156.5,8.82,2.85,0.238
,For,299.4,7.26,-0.12,1.314
,Hyi,160.5,6.66,0.63,1.0
,For,40.7,8.04,4.99,0.745
,Hor,54.3,6.23,2.55,0.542
,Per,116.7,9.14,3.8,0.08
,Ari,105.2,4.65,-0.46,-0.122
,Cet,120.2,6.48,1.08,0.981
,Ari,224.2,8.85,2.1,0.964
,Eri,28.4,9.04,6.78,1.04
,Per,574.7,9.17,0.37,0.185
,Per,86.7,6.77,2.08,0.263
,Hor,48.1,7.44,4.03,0.588
,Hor,191.6,8.09,1.68,1.054
,Cet,79.0,8.97,4.48,0.51
,Ari,220.3,7.57,0.86,1.435
,Ari,606.1,7.29,-1.62,1.687
,For,153.1,6.85,0.92,0.942
,Ari,116.0,7.8,2.48,0.253
,Cas,249.4,8.98,2.0,0.314
,Hyi,160.5,8.49,2.46,0.456
,Cet,416.7,8.56,0.46,1.047
,Per,520.8,7.63,-0.95,0.078
,Ari,246.3,8.1,1.14,1.233
,For,271.7,7.51,0.34,0.848
,Ari,131.9,8.22,2.62,0.958
,For,347.2,8.15,0.45,1.143
,Ari,122.9,8.56,3.11,0.747
,Cet,259.1,7.69,0.62,0.991
,Ari,104.3,6.35,1.26,0.089
,Cet,246.3,9.34,2.38,0.436
,Cet,238.7,8.64,1.75,0.466
,Hyi,166.1,8.97,2.87,0.556
,Hor,161.8,9.03,2.98,0.786
,Cet,27.5,11.92,9.73,1.46
,Cas,729.9,7.71,-1.61,0.89
,Eri,529.1,8.87,0.25,0.986
,For,181.2,9.44,3.15,0.6
,Per,317.5,10.0,2.49,0.579
,Cet,76.9,6.54,2.11,1.16
,Per,181.2,10.01,3.72,0.6
,Cet,331.1,10.03,2.43,1.164
,Hyi,377.4,9.73,1.85,0.345
,Eri,800.0,8.75,-0.76,1.524
,Cet,201.6,8.81,2.29,1.273
,Cet,561.8,8.85,0.1,1.0
,Cet,312.5,8.27,0.8,1.126
,For,193.8,7.83,1.39,1.071
,Ari,123.2,8.49,3.04,0.4
,Cet,42.0,7.07,3.96,0.534
,Tri,222.2,7.37,0.64,1.082
,Hyi,55.6,8.63,4.9,0.668
,Hor,45.7,10.61,7.31,1.024
,Per,301.2,5.43,-1.96,0.904
,Cet,120.5,4.24,-1.16,-0.122
,Cet,106.0,8.37,3.24,0.445
,Hor,92.2,9.84,5.02,0.58
,Ari,170.6,8.14,1.98,0.372
,Cet,268.1,7.61,0.47,1.201
,Hor,101.3,6.15,1.12,0.088
,Per,232.0,7.23,0.4,-0.043
,Per,11.1,4.1,3.87,0.514
,For,120.2,7.13,1.73,0.761
,For,43.7,9.05,5.84,0.854
,For,41.3,6.96,3.88,0.634
,Ari,7.5,10.55,11.17,1.53
,Per,295.9,8.81,1.46,1.627
,Cet,242.7,10.46,3.53,0.864
,Ari,103.5,6.4,1.32,1.143
,For,109.4,6.21,1.01,0.04
,Ari,34.9,10.98,8.26,1.4
,For,235.8,8.24,1.38,1.14
,Per,53.9,11.13,7.47,1.363
,Cas,177.3,8.46,2.22,0.945
,Hor,684.9,10.36,1.18,0.099
,Cas,201.2,7.81,1.29,0.323
,Cet,400.0,8.81,0.8,0.562
,Ari,176.1,9.85,3.62,0.543
,For,44.7,8.39,5.14,0.772
,Hor,213.2,8.06,1.42,0.298
,Ari,162.6,7.94,1.88,0.171
,Cet,177.6,9.27,3.02,0.342
,Cet,218.8,9.43,2.73,0.463
,Cet,220.3,7.75,1.03,1.016
,Ari,182.1,5.78,-0.52,-0.024
,Per,60.4,6.9,2.99,0.445
,Cep,296.7,8.72,1.36,0.279
,Cet,349.7,11.41,3.69,0.47
,Cep,165.0,11.65,5.56,0.717
,Cet,172.7,8.91,2.72,0.471
,Ari,92.0,7.14,2.32,0.367
,Ari,218.8,9.67,2.97,0.893
,Cet,381.7,8.53,0.62,0.413
,Cet,375.9,8.55,0.67,0.218
,Cet,361.0,7.86,0.07,1.091
,Ari,223.7,8.21,1.46,0.393
,Per,157.2,9.0,3.02,0.44
,Per,80.4,8.15,3.62,0.461
,Ari,135.5,7.78,2.12,0.961
,Ari,63.2,10.78,6.78,0.995
,Cas,126.7,5.95,0.44,0.136
,Hyi,273.2,8.97,1.79,1.109
,Oct,595.2,8.2,-0.67,1.71
,Cet,305.8,9.41,1.98,1.05
,Hyi,105.3,9.59,4.48,0.64
,Cet,25.8,4.27,2.21,0.311
,Hor,775.2,7.41,-2.04,1.659
,Ari,313.5,9.11,1.63,0.641
,Per,531.9,8.51,-0.12,1.152
,Ari,36.3,5.17,2.37,0.234
,Eri,261.1,9.15,2.07,0.514
,Eri,740.7,8.69,-0.66,1.061
,For,179.9,9.46,3.18,0.529
,Per,552.5,8.99,0.28,0.21
,Eri,41.6,7.14,4.05,0.517
,Ari,98.8,7.79,2.82,0.529
,Eri,130.9,8.71,3.12,0.803
,Eri,177.6,8.24,1.99,0.184
,Eri,746.3,7.95,-1.41,1.42
,Eri,14.2,4.47,3.7,0.481
,Ari,384.6,8.06,0.14,1.465
,Eri,249.4,9.36,2.38,0.845
,Ari,256.4,8.45,1.4,1.387
,Cet,195.7,10.83,4.37,0.58
,Eri,259.7,8.44,1.37,0.297
,Eri,295.9,7.6,0.24,0.827
,Cep,295.0,8.53,1.18,0.997
,Hor,94.0,8.97,4.11,0.552
,Eri,63.3,11.98,7.97,1.308
,Cet,100.4,11.29,6.28,1.654
,Hor,191.2,9.49,3.08,0.437
,Eri,617.3,6.84,-2.11,1.358
,Cet,43.5,10.58,7.39,1.095
,Eri,116.7,7.13,1.8,0.055
,Hor,47.7,10.48,7.09,1.14
,Per,197.2,8.31,1.84,0.09
,Cet,49.1,6.04,2.58,0.312
,Cet,111.4,9.11,3.88,0.47
,For,91.0,8.24,3.44,0.408
,Per,353.4,8.74,1.0,0.111
,Hor,82.2,8.85,4.28,0.611
,Per,193.4,8.58,2.15,0.128
,Eri,75.6,10.12,5.73,0.762
,Ari,253.2,8.45,1.43,0.052
,Eri,286.5,8.08,0.79,1.144
,Hor,56.0,5.73,1.99,0.932
,Hor,150.6,9.05,3.16,0.873
,Per,473.9,8.98,0.6,0.168
,Hor,256.4,8.59,1.54,0.375
,Eri,104.7,9.61,4.51,0.663
,Hyi,87.2,4.83,0.13,0.058
,Hor,568.2,9.27,0.5,1.245
,Ari,483.1,9.19,0.77,0.46
,Eri,108.3,6.86,1.69,0.962
,For,699.3,9.01,-0.21,1.239
,Ari,106.4,8.54,3.41,0.4
,Eri,207.0,9.05,2.47,0.407
,For,186.9,8.1,1.74,1.036
,Hyi,60.1,6.67,2.78,0.449
,Eri,110.0,8.27,3.06,0.479
,For,87.8,8.2,3.48,0.468
,Tri,323.6,9.65,2.1,1.295
,For,49.6,7.64,4.16,0.58
,Per,581.4,8.27,-0.55,1.513
,Ari,228.3,7.24,0.45,1.38
,Eri,64.9,7.78,3.72,0.701
,Hyi,119.2,9.42,4.04,0.524
,Hor,520.8,8.92,0.34,0.019
,Eri,55.1,9.66,5.96,0.79
,Ari,139.3,7.66,1.94,0.196
,Hor,274.7,7.19,-0.0,1.44
,Per,135.1,7.72,2.07,0.091
,Hyi,179.5,8.97,2.7,0.506
,Eri,129.4,8.52,2.96,0.466
,Hor,729.9,8.69,-0.63,1.465
,For,266.0,8.89,1.77,1.131
,Cas,260.4,8.35,1.27,0.107
,For,74.5,7.78,3.42,0.609
,Hor,757.6,9.18,-0.22,1.306
,Hor,197.6,9.23,2.75,0.471
,Hor,543.5,9.06,0.38,1.583
,Per,128.2,7.7,2.16,0.156
,Eri,75.9,7.53,3.13,0.437
,Eri,177.9,9.71,3.46,0.393
